Time,AB46,AB46,AB46,AB46,AB47,AB47,AB47,AB47
Time,NO2,PM1,PM2.5,PM10,NO2,PM1,PM2.5,PM10
[UTC],[ug/m-3],[ug/m-3],[ug/m-3],[ug/m-3],[ug/m-3],[ug/m-3],[ug/m-3],[ug/m-3]
06-06-16 00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
06-06-16 01:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
06-06-16 02:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
06-06-16 03:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
06-06-16 04:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
06-06-16 05:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
06-06-16 06:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
06-06-16 07:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
06-06-16 08:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
06-06-16 09:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
06-06-16 10:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
06-06-16 11:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
06-06-16 12:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
06-06-16 13:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
06-06-16 14:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
06-06-16 15:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
06-06-16 16:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
06-06-16 17:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
06-06-16 18:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
06-06-16 19:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
06-06-16 20:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
06-06-16 21:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
06-06-16 22:00,13.6694,4.6189,8.8686,22.6504,NaN,NaN,NaN,NaN
06-06-16 23:00,17.0299,4.9692,9.1241,22.498,NaN,NaN,NaN,NaN
07-06-16 00:00,18.0006,5.4216,9.8942,25.0329,0.67579,5.5812,11.1193,30.4342
07-06-16 01:00,12.0413,5.5281,10.4413,28.1565,2.9694,5.7964,12.0206,34.1666
07-06-16 02:00,12.753,5.7873,10.5704,26.8454,5.2282,5.938,11.6046,34.8098
07-06-16 03:00,13.5055,5.6973,10.8505,27.2322,6.6473,5.9249,11.8286,36.8019
07-06-16 04:00,23.1857,5.7879,11.1372,26.5859,20.5993,6.1052,12.3556,38.4759
07-06-16 05:00,42.2164,7.2324,12.9853,31.1872,21.9693,7.576,14.5005,40.9803
07-06-16 06:00,44.7373,7.0151,13.4641,31.5986,22.7618,6.829,13.576,38.8787
07-06-16 07:00,40.2279,6.149,11.8936,28.1437,15.7397,6.2778,12.615,34.7075
07-06-16 08:00,35.3561,6.1306,11.0525,29.5878,13.9049,6.2248,12.8148,32.4794
07-06-16 09:00,36.6032,4.5938,8.6466,22.9081,14.0687,4.9014,9.9768,26.2548
07-06-16 10:00,36.1854,3.2762,5.4204,13.8224,11.4372,3.2747,5.126,17.0932
07-06-16 11:00,44.6943,2.9324,4.5509,8.9039,9.717,2.8715,4.3259,12.9999
07-06-16 12:00,47.2643,3.7512,6.5303,15.7323,10.7758,3.7683,6.5634,17.7403
07-06-16 13:00,47.6124,3.9789,6.4735,17.9526,13.5465,3.7798,6.4027,17.1613
07-06-16 14:00,47.7558,3.8615,6.5183,18.407,14.5479,3.6468,6.0862,15.7072
07-06-16 15:00,54.6222,3.4357,5.7284,18.156,23.0588,3.4339,5.6243,17.0468
07-06-16 16:00,51.2166,3.378,5.4109,17.251,18.0543,3.3471,5.2209,13.7342
07-06-16 17:00,47.7353,3.5833,5.478,12.5276,13.7513,3.8307,5.9292,13.8529
07-06-16 18:00,43.5167,4.3096,7.2651,17.5021,14.7936,4.3725,6.8141,18.8938
07-06-16 19:00,33.4925,4.5035,7.3068,21.0458,16.6285,4.2291,7.0247,19.5949
07-06-16 20:00,28.5613,4.6265,7.4191,19.9492,19.1556,4.4049,6.8305,19.2911
07-06-16 21:00,22.1372,4.0565,6.7508,17.0141,17.8214,4.1017,6.3446,17.1474
07-06-16 22:00,25.8489,4.0525,6.484,17.0427,18.5658,4.0041,6.6175,17.1514
07-06-16 23:00,16.5773,4.1009,6.5532,19.6349,14.7015,3.8835,5.9695,17.2425
08-06-16 00:00,11.556,3.8752,6.2214,16.2012,15.021,3.8606,6.3067,15.0102
08-06-16 01:00,11.169,4.0246,6.2895,16.3555,7.8637,3.8677,6.1254,14.9659
08-06-16 02:00,9.973,3.7004,6.3197,13.7913,9.5225,3.7201,6.0187,13.8339
08-06-16 03:00,10.6821,3.8243,6.0277,15.6159,12.539,3.6059,5.6194,14.2772
08-06-16 04:00,20.0279,3.9723,6.1488,15.6859,14.8366,3.7867,6.2745,17.3022
08-06-16 05:00,41.7085,4.2972,7.1424,17.7871,26.2329,4.1189,6.9633,18.2115
08-06-16 06:00,64.8553,5.1343,8.1963,17.7068,32.9499,4.9019,8.0327,18.4156
08-06-16 07:00,70.1469,5.722,9.0489,18.2158,43.7932,5.6551,8.8706,17.9435
08-06-16 08:00,59.4387,5.7236,8.9903,19.1728,36.8735,5.6462,8.7502,19.5504
08-06-16 09:00,55.0154,5.4219,8.3775,24.4784,37.1275,5.1699,8.0647,19.4387
08-06-16 10:00,46.1503,4.4005,7.4582,24.4783,24.4451,4.3696,7.1722,17.8579
08-06-16 11:00,42.4416,4.0816,6.4872,20.0192,13.5977,4.0244,6.2995,16.4953
08-06-16 12:00,44.4792,4.5142,7.1958,17.5969,16.4155,4.5307,7.0079,15.3417
08-06-16 13:00,43.9365,4.6377,7.8205,26.1891,19.3726,4.4334,7.3695,17.5867
08-06-16 14:00,33.0092,3.8753,6.4365,23.8418,20.8205,3.6825,6.0365,17.057
08-06-16 15:00,38.1616,4.0135,6.9945,20.9424,19.475,4.0278,6.2542,16.9933
08-06-16 16:00,40.0047,4.5536,6.9887,18.9621,29.8269,4.6134,6.9048,15.5376
08-06-16 17:00,43.0232,4.1269,6.4343,17.2994,33.4761,4.3409,6.1946,12.9889
08-06-16 18:00,32.3867,3.2746,4.6481,10.5329,25.2295,3.2071,4.2735,8.3476
08-06-16 19:00,38.2988,3.112,4.5273,10.4459,22.4854,3.045,4.2588,10.6906
08-06-16 20:00,31.9566,2.9155,4.5572,12.1767,18.1439,2.714,4.0795,11.2932
08-06-16 21:00,32.4302,3.7145,5.9313,14.8156,18.4921,3.6309,6.0153,17.941
08-06-16 22:00,28.2193,4.0751,7.2581,17.1542,19.6081,3.8274,6.8139,17.5133
08-06-16 23:00,24.7339,4.1899,7.6678,22.1219,15.1336,4.0855,7.2687,19.5988
09-06-16 00:00,17.5296,4.705,9.2422,24.3746,12.6987,4.6152,8.4696,21.6179
09-06-16 01:00,10.659,5.1597,9.8744,24.697,7.0241,4.9099,9.6365,25.3871
09-06-16 02:00,16.2036,5.3798,10.2674,27.0465,7.2371,5.2797,10.3596,27.4662
09-06-16 03:00,13.311,5.7447,10.8724,26.2131,9.8297,5.5938,10.5444,24.6148
09-06-16 04:00,13.0755,6.3832,12.0426,30.7752,11.1198,5.9249,11.2509,28.1601
09-06-16 05:00,41.475,6.7638,13.5412,31.619,26.067,6.5598,12.9388,34.0653
09-06-16 06:00,51.1757,7.1455,14.1967,35.3136,37.7951,6.5843,13.2614,35.424
09-06-16 07:00,59.3957,6.7712,13.8835,36.5897,39.4354,6.5314,12.5606,37.0868
09-06-16 08:00,45.1038,6.6856,12.9163,35.625,31.5368,6.1134,11.8583,32.6164
09-06-16 09:00,55.3226,6.044,11.4964,29.3046,32.8126,5.8882,10.8925,28.1205
09-06-16 10:00,53.0495,5.5401,10.5372,32.1259,25.9974,5.4658,10.362,26.3855
09-06-16 11:00,66.0123,5.3123,9.469,30.9213,26.4909,4.9909,9.5554,27.1068
09-06-16 12:00,52.4781,5.1157,9.3325,27.4573,22.557,4.7794,8.5734,21.5278
09-06-16 13:00,36.9903,6.1045,12.0859,52.1224,30.216,5.6654,10.5655,33.4954
09-06-16 14:00,48.1899,5.4207,11.331,38.1151,26.9579,5.3779,10.003,28.2438
09-06-16 15:00,46.4144,4.9154,9.1264,33.0115,29.1306,4.5641,8.5936,21.7439
09-06-16 16:00,58.6401,4.3699,7.9276,23.5304,32.8126,4.2376,7.5224,21.6341
09-06-16 17:00,49.9163,4.477,7.5729,21.1383,30.1443,4.0981,7.0668,20.1918
09-06-16 18:00,50.7226,4.4656,7.7176,22.7557,24.7769,4.3672,7.2996,20.7171
09-06-16 19:00,39.3391,4.8989,8.8239,25.5064,27.5026,4.4891,8.045,21.7769
09-06-16 20:00,27.3633,5.8021,10.5445,29.7634,28.4323,5.4893,9.7931,24.0724
09-06-16 21:00,29.4992,6.512,11.2053,28.2907,22.5775,6.3534,10.7416,25.1729
09-06-16 22:00,41.2846,5.1085,9.3585,26.7137,28.2398,4.8524,9.0408,21.8228
09-06-16 23:00,26.9241,5.3692,10.3638,25.7346,25.6923,4.9157,9.3211,25.4456
10-06-16 00:00,33.8816,5.2397,9.8359,27.165,19.7105,4.9141,9.5977,24.1147
10-06-16 01:00,31.6761,5.1347,10.1064,25.8872,18.32,4.9912,9.4237,25.2302
10-06-16 02:00,20.8932,4.802,9.4378,24.5766,16.1063,4.6328,9.0567,25.1882
10-06-16 03:00,24.8506,4.7632,9.3108,23.3524,16.477,4.4405,8.5726,25.3385
10-06-16 04:00,25.3052,5.1848,9.9358,26.7053,21.0007,4.8212,9.3972,26.7672
10-06-16 05:00,54.4625,5.2515,10.5847,26.0351,32.7451,4.7823,9.2751,30.126
10-06-16 06:00,77.1567,5.078,10.0887,24.5857,46.31,4.6471,9.1195,27.2058
10-06-16 07:00,79.2517,4.7887,9.4239,26.5437,54.1451,4.485,8.6172,24.8697
10-06-16 08:00,73.1388,4.2912,7.2256,19.9679,41.045,3.856,6.84,17.302
10-06-16 09:00,75.4017,3.6107,5.7112,18.008,40.9979,3.4625,5.4892,15.518
10-06-16 10:00,69.6862,4.1699,7.1496,19.393,44.2212,3.8707,6.7348,18.8024
10-06-16 11:00,64.6224,4.0869,6.5179,17.5784,37.2483,3.848,6.2734,18.4875
10-06-16 12:00,63.6266,4.3423,7.3778,20.2696,31.8911,4.0016,6.3091,16.1847
10-06-16 13:00,58.7875,4.1819,7.2483,20.921,29.1306,4.0994,6.8951,19.0766
10-06-16 14:00,46.7114,3.8723,6.6997,22.3367,21.5024,3.8332,6.5827,18.5582
10-06-16 15:00,55.4577,3.8275,6.6347,20.6031,22.2089,3.688,6.3196,19.4691
10-06-16 16:00,52.5477,3.3207,5.7718,20.2621,19.3931,3.2504,5.5434,18.4925
10-06-16 17:00,32.3253,3.4276,6.0802,17.2389,12.8584,3.5179,5.6082,18.3197
10-06-16 18:00,48.5708,3.7383,6.6455,22.2993,14.2735,3.8246,6.4095,19.2938
10-06-16 19:00,59.0087,3.6927,6.1137,18.1771,25.5817,3.4952,5.7909,16.6617
10-06-16 20:00,56.6619,3.281,5.2885,14.3894,28.1681,3.0981,4.9229,15.2511
10-06-16 21:00,52.8754,3.2054,5.121,14.2205,24.8998,3.1257,4.9221,14.4072
10-06-16 22:00,67.7448,3.4846,6.1309,17.6651,33.8509,3.4064,5.6759,17.7037
10-06-16 23:00,55.64,3.4946,6.0487,16.7276,27.4207,3.6002,5.9906,16.8675
11-06-16 00:00,28.9668,3.4315,5.9789,17.2777,11.1014,3.3336,5.6765,16.8623
11-06-16 01:00,13.6899,3.3454,6.1544,18.3747,11.3144,3.6555,6.1684,16.4829
11-06-16 02:00,12.1744,3.2847,5.6992,15.1246,9.4426,3.2874,5.7764,17.0639
11-06-16 03:00,16.864,3.5569,6.2155,16.7491,10.27,3.5158,5.845,15.9486
11-06-16 04:00,12.0618,3.5578,6.2288,17.7407,8.4228,3.7024,5.9855,14.2493
11-06-16 05:00,12.5144,3.3968,5.9106,18.8031,13.526,3.4059,5.5603,14.729
11-06-16 06:00,15.1438,3.6784,6.1518,15.2741,14.6462,3.5132,5.6857,15.278
11-06-16 07:00,47.5387,4.7855,8.4712,20.5811,17.0688,3.8102,5.9709,14.7973
11-06-16 08:00,21.8915,4.1577,6.5814,15.6055,15.707,4.0407,6.21,17.0389
11-06-16 09:00,27.0111,4.0615,6.3721,15.7101,15.6476,3.9269,6.1747,14.8456
11-06-16 10:00,21.2689,4.0134,6.1047,15.298,14.2325,3.9862,6.0271,15.8157
11-06-16 11:00,31.2911,4.3372,6.1852,14.9911,15.9118,4.2034,5.9948,12.9735
11-06-16 12:00,32.5147,4.0999,5.5944,13.1613,17.8623,4.1328,5.4911,12.3104
11-06-16 13:00,26.878,4.8165,6.2703,12.8748,15.236,4.9182,6.4944,14.108
11-06-16 14:00,45.1059,4.781,6.251,10.7259,17.9453,4.5652,6.2966,13.9454
11-06-16 15:00,56.539,4.9735,7.1238,13.3126,25.1271,5.0418,6.8163,13.2698
11-06-16 16:00,54.7287,5.3192,7.0582,13.2166,18.3231,5.6933,7.5821,13.9941
11-06-16 17:00,45.0629,5.1292,7.0332,14.1137,19.26,4.9667,6.5916,11.6653
11-06-16 18:00,40.6702,5.1377,7.0678,15.013,19.6655,5.1227,7.2042,14.32
11-06-16 19:00,36.5848,5.3345,7.4952,15.9477,16.4033,5.4006,7.5011,14.4283
11-06-16 20:00,54.8004,5.2941,7.561,14.6257,21.8526,5.144,7.1155,15.0156
11-06-16 21:00,71.603,5.6693,7.8265,15.8888,40.0661,6.0768,8.2656,17.0233
11-06-16 22:00,62.3999,5.5623,8.1012,16.5626,19.2907,5.7744,8.178,16.0467
11-06-16 23:00,50.2337,4.2099,6.1606,16.2293,18.9713,4.347,6.0927,12.6639
12-06-16 00:00,58.6647,3.6162,5.8025,13.0329,22.9256,3.781,5.1772,12.72
12-06-16 01:00,58.466,3.8302,5.697,13.7868,23.2594,3.7062,5.4399,11.7748
12-06-16 02:00,62.4107,4.1095,5.8393,14.6078,26.5094,3.7579,5.5162,13.3044
12-06-16 03:00,54.9744,4.0275,5.7469,13.2943,17.6873,3.6629,5.1804,9.9174
12-06-16 04:00,39.7118,4.3038,6.2339,16.0965,18.4921,4.1681,6.293,14.651
12-06-16 05:00,21.0621,4.6657,7.3243,19.0501,12.754,4.6181,6.931,15.7629
12-06-16 06:00,29.5136,4.8249,7.1732,20.1286,16.9357,4.8257,6.9423,17.4004
12-06-16 07:00,24.7646,5.3678,7.7052,17.704,13.2393,5.223,7.6475,17.0206
12-06-16 08:00,27.5128,7.4526,10.0647,22.2035,16.0285,7.3164,9.3897,17.8536
12-06-16 09:00,30.7116,8.666,11.2299,20.4838,16.608,8.6081,11.206,18.8155
12-06-16 10:00,33.6666,7.4808,9.8822,22.7724,17.0176,7.8903,9.8943,17.3863
12-06-16 11:00,43.2428,8.3215,10.7064,22.167,23.7038,8.2965,10.779,17.9438
12-06-16 12:00,38.7709,7.6921,9.9019,21.5152,22.7081,7.5409,9.6218,16.7255
12-06-16 13:00,47.2684,12.5471,16.9216,27.0679,24.4615,10.812,14.2032,21.5902
12-06-16 14:00,33.7818,4.5779,6.0755,13.5562,19.3767,3.7527,4.7752,11.536
12-06-16 15:00,30.5539,4.924,7.125,17.4173,16.6848,4.7117,6.3887,13.0735
12-06-16 16:00,20.0356,2.6496,3.5736,8.7134,12.7786,2.5881,3.2388,6.4155
12-06-16 17:00,19.3419,2.5276,3.4355,9.0081,11.6604,2.4626,3.4127,7.6719
12-06-16 18:00,26.5401,2.8197,4.3743,11.2514,14.5704,2.6738,3.6196,8.8658
12-06-16 19:00,26.5606,2.5257,3.269,10.4529,11.5314,2.5728,3.3727,7.3358
12-06-16 20:00,24.0274,2.5649,3.6407,10.769,13.9458,2.5467,3.8725,8.427
12-06-16 21:00,32.0939,3.0422,4.48,10.2324,18.234,2.662,3.9148,12.0805
12-06-16 22:00,21.1543,3.0047,4.4809,8.6117,18.103,2.9004,4.1578,9.8306
12-06-16 23:00,21.9079,2.8167,3.9558,7.6366,11.3655,2.8334,4.0097,7.5286
13-06-16 00:00,28.6699,3.0665,4.0199,8.2459,15.365,3.1429,3.9871,8.0122
13-06-16 01:00,17.9315,7.0299,8.5188,12.1601,10.7307,7.0654,8.2311,12.0725
13-06-16 02:00,16.6797,5.7992,6.6892,9.3791,8.5518,5.8388,6.5663,10.0534
13-06-16 03:00,14.978,3.565,4.0687,7.2563,6.1947,3.6523,4.1045,7.0609
13-06-16 04:00,18.8658,5.137,6.2421,9.6351,9.0802,4.9366,5.5852,9.0473
13-06-16 05:00,25.7967,7.2095,9.0036,12.821,15.8196,7.0037,8.8593,13.873
13-06-16 06:00,46.6295,7.0499,9.1394,16.622,20.0525,6.9382,8.7715,13.854
13-06-16 07:00,47.2131,7.9655,9.9391,14.83,30.4105,8.0252,9.7593,14.1636
13-06-16 08:00,50.2296,4.8578,6.0328,11.706,35.9909,4.9477,6.4284,10.284
13-06-16 09:00,41.0388,4.0247,5.1639,11.3781,23.6465,3.8675,4.8933,10.7426
13-06-16 10:00,50.0821,6.4603,9.1448,15.3968,27.5947,6.5902,8.6854,14.9228
13-06-16 11:00,45.2267,6.7,8.6944,14.4343,25.4834,6.6397,8.3249,12.8923
13-06-16 12:00,30.3368,5.055,6.1056,10.6004,15.3793,5.4323,6.4736,10.3426
13-06-16 13:00,23.924,4.5108,5.7624,10.1637,13.5342,4.7605,5.6685,10.9178
13-06-16 14:00,28.9463,4.2366,5.185,10.9286,15.8503,3.9064,4.6001,8.2286
13-06-16 15:00,20.5194,2.3468,2.6654,5.6237,16.2292,2.1724,2.3633,4.5363
13-06-16 16:00,22.2806,4.1631,4.6034,8.5916,13.0489,4.0723,4.428,6.9352
13-06-16 17:00,19.4812,3.6808,4.294,8.5038,12.7683,3.4149,4.1031,7.0488
13-06-16 18:00,20.161,2.9785,3.6459,7.6169,13.9151,2.856,3.496,7.1644
13-06-16 19:00,23.1816,3.1602,3.7633,7.1814,14.8264,3.2316,3.5866,6.9287
13-06-16 20:00,20.7529,3.1208,3.839,8.2482,11.255,3.1941,3.5756,7.4627
13-06-16 21:00,25.9769,3.412,4.1538,7.9564,10.1471,3.3761,3.9183,6.969
13-06-16 22:00,24.866,5.0786,6.6602,10.9216,10.8433,4.5628,5.7777,10.5385
13-06-16 23:00,25.9462,5.9729,9.757,21.1711,18.4409,5.762,9.1628,19.0308
14-06-16 00:00,29.274,5.7092,11.3646,34.2151,17.2224,5.46,10.3524,27.5622
14-06-16 01:00,21.6048,5.7323,10.5771,27.3648,12.5205,5.7357,9.6008,21.7836
14-06-16 02:00,15.2237,4.671,8.5421,22.3698,7.7306,4.6745,8.1133,18.7769
14-06-16 03:00,21.4717,5.732,9.934,25.1366,5.7212,5.8739,9.2946,20.4535
14-06-16 04:00,15.707,8.3898,11.0299,21.2543,8.9286,8.2341,10.7957,18.4156
14-06-16 05:00,19.8989,8.3351,10.7829,17.7283,8.0173,8.3312,10.7026,16.813
14-06-16 06:00,28.5777,6.7986,8.7133,14.2628,17.7958,7.065,8.7601,14.6913
14-06-16 07:00,54.2905,5.4944,6.4112,10.3214,26.835,5.4354,6.6504,9.6175
14-06-16 08:00,53.4078,6.3978,7.0744,10.3572,23.069,6.4087,7.097,9.9687
14-06-16 09:00,51.6262,7.351,8.2202,11.7499,24.6561,7.6832,8.5482,11.7038
14-06-16 10:00,46.2424,4.7586,5.9049,10.1013,20.7652,4.8636,5.6442,8.8232
14-06-16 11:00,36.4414,6.2414,8.1603,13.8369,20.8778,6.1358,7.8923,12.7754
14-06-16 12:00,43.5761,3.7251,4.9582,9.3305,21.6867,3.429,4.3857,8.6477
14-06-16 13:00,46.095,4.5741,7.7649,21.1544,21.7666,4.232,7.0775,15.3023
14-06-16 14:00,50.1804,4.677,8.2249,18.9726,22.1413,4.4983,7.4728,15.8733
14-06-16 15:00,36.9688,4.2595,6.8151,15.8615,13.5772,3.9576,6.4987,14.2774
14-06-16 16:00,29.9293,4.343,6.4402,15.0913,12.7478,3.4115,5.1176,11.6724
14-06-16 17:00,18.853,5.0398,8.614,25.6616,10.4317,4.7861,8.5658,21.2383
14-06-16 18:00,19.9767,5.0942,9.2894,26.8948,11.1403,4.7846,8.2957,21.2108
14-06-16 19:00,26.1177,4.8199,7.9534,23.4116,11.1659,4.6565,8.0664,21.2797
14-06-16 20:00,24.5946,4.7806,8.5587,23.5513,12.7581,4.7742,7.9124,18.6147
14-06-16 21:00,40.6457,5.5093,10.2968,25.7942,25.4588,4.8903,8.874,21.0633
14-06-16 22:00,44.2335,5.4806,9.9767,24.6201,24.8045,4.9337,9.3801,21.6068
14-06-16 23:00,27.5435,5.2282,10.4176,26.7302,19.0081,5.2913,9.7985,26.09
15-06-16 00:00,30.2262,5.0031,9.3026,24.537,14.1711,4.5473,8.2831,23.2635
15-06-16 01:00,25.0452,5.1383,9.866,28.4288,12.1335,4.6466,8.5556,24.3871
15-06-16 02:00,20.7037,4.9246,9.0633,23.9448,11.986,4.5207,8.0917,23.5564
15-06-16 03:00,20.3761,4.8086,8.8312,24.2773,14.7752,4.6435,8.3418,20.4335
15-06-16 04:00,23.8554,4.5171,7.102,20.4348,15.7828,4.4304,7.1324,16.9866
15-06-16 05:00,34.1478,3.9878,6.474,14.7218,21.9754,3.823,6.1844,14.8043
15-06-16 06:00,34.0762,4.0025,6.6518,15.4913,24.738,3.6773,5.9795,15.1343
15-06-16 07:00,34.7663,3.8954,6.2872,15.1016,21.6068,3.6114,5.5991,12.7195
15-06-16 08:00,36.0523,3.6272,5.9616,14.066,21.4205,3.4389,5.2746,14.4541
15-06-16 09:00,34.8646,3.7973,5.835,14.0385,18.0682,3.4393,5.1839,11.9303
15-06-16 10:00,38.7145,3.4332,4.8766,11.2139,22.2601,3.1853,4.7831,9.7157
15-06-16 11:00,37.4142,2.9792,4.868,9.9215,24.6126,3.0475,4.4243,10.3593
15-06-16 12:00,47.7763,2.7912,4.114,9.5582,30.5641,2.5105,3.4599,8.2695
15-06-16 13:00,31.3075,2.5925,4.071,9.5664,14.9841,2.4114,3.529,8.7114
15-06-16 14:00,38.9961,2.9032,4.4839,10.7155,19.731,2.5154,3.9131,9.6842
15-06-16 15:00,44.254,3.2353,5.1175,16.7833,15.1868,2.9861,5.0094,13.594
15-06-16 16:00,34.4161,3.1149,5.1298,17.5651,20.2368,3.2738,5.015,13.9764
15-06-16 17:00,33.2775,3.5365,5.7328,14.1366,21.2259,3.2398,5.4716,12.4587
15-06-16 18:00,37.6783,2.719,3.7122,8.2072,16.7411,2.4246,3.38,6.894
15-06-16 19:00,48.8411,3.5489,5.4552,12.2684,23.9086,3.1948,4.7061,9.5491
15-06-16 20:00,44.2212,3.4052,5.1941,12.6697,26.1285,3.4925,5.2857,12.4194
15-06-16 21:00,34.6035,4.5668,6.9133,14.9484,21.144,3.4752,5.3126,13.3972
15-06-16 22:00,35.7144,4.2351,6.4517,13.9575,23.97,3.877,5.7126,13.8177
15-06-16 23:00,30.816,3.879,5.4904,12.5231,23.026,3.7634,5.482,12.4079
16-06-16 00:00,32.0181,4.3715,6.1835,11.1761,22.1475,4.2153,6.1339,14.2269
16-06-16 01:00,27.4616,4.0498,6.2434,14.3812,17.2695,4.0816,6.1913,15.1758
16-06-16 02:00,23.1048,4.0308,6.2446,14.3921,12.8707,3.836,6.0373,13.7635
16-06-16 03:00,19.2088,5.0891,7.4307,16.1991,10.9355,5.03,7.3688,15.3325
16-06-16 04:00,19.2047,5.2209,7.0086,13.8728,13.5567,5.572,7.2256,14.3312
16-06-16 05:00,33.6768,5.8705,7.1788,11.3926,15.7152,5.854,7.2329,13.2967
16-06-16 06:00,38.7903,6.2431,7.5644,13.571,25.7773,6.574,7.8198,13.6053
16-06-16 07:00,44.5509,4.8143,7.0725,15.6963,24.5025,4.9607,7.0915,14.3934
16-06-16 08:00,41.9911,3.3034,5.2479,15.3386,19.7638,3.0697,4.7203,13.338
16-06-16 09:00,36.9329,2.8148,4.4291,9.563,19.8641,2.5561,4.0441,10.451
16-06-16 10:00,37.2503,2.6522,4.4448,11.465,18.1234,2.4723,3.9449,9.324
16-06-16 11:00,39.7794,2.5167,4.0044,13.1669,16.7514,2.4412,3.7058,10.1878
16-06-16 12:00,44.0369,2.4171,3.8985,13.4739,18.3692,2.3131,3.38,8.7297
16-06-16 13:00,63.7638,2.6933,4.2467,12.5611,30.7075,2.4467,3.6843,9.8131
16-06-16 14:00,89.5728,3.0176,4.5599,10.6312,44.5837,2.8975,4.2562,11.8524
16-06-16 15:00,82.5999,3.1751,4.6826,10.8973,65.0478,3.2651,4.7426,11.7019
16-06-16 16:00,69.078,3.249,4.6856,13.3211,46.8854,2.9952,4.2832,10.1095
16-06-16 17:00,68.1626,2.8686,4.3327,10.6096,41.2462,2.6493,3.4351,9.1193
16-06-16 18:00,60.5548,2.52,3.6081,8.6777,34.4141,2.2461,3.1901,8.8986
16-06-16 19:00,46.7401,2.582,3.4825,7.9469,35.1226,2.2951,3.2377,8.1914
16-06-16 20:00,47.7711,3.8712,5.3724,10.4541,19.6593,3.0934,4.1114,10.8822
16-06-16 21:00,64.7631,3.884,5.1271,11.21,36.5541,3.8859,5.318,10.3939
16-06-16 22:00,40.8238,2.9986,4.2826,9.4266,31.9669,2.801,4.0402,10.4253
16-06-16 23:00,26.7142,2.7172,3.6826,6.9704,17.2633,2.4492,3.101,7.3412
17-06-16 00:00,32.3765,3.0249,3.765,6.9238,21.0048,2.8954,3.6066,7.1739
17-06-16 01:00,35.2127,3.6677,4.5201,8.5729,25.2602,3.3311,4.0625,7.725
17-06-16 02:00,27.3183,4.1104,5.1924,8.7851,25.3728,4.048,4.9538,8.4303
17-06-16 03:00,25.5448,4.2809,5.277,8.6,22.9154,4.5712,5.5475,9.3762
17-06-16 04:00,32.9908,4.4278,6.121,11.5577,38.7842,4.624,6.0251,11.3344
17-06-16 05:00,54.3458,3.7177,5.4889,12.2226,50.633,3.6651,5.2935,12.0026
17-06-16 06:00,74.8693,3.5021,5.2858,9.8917,54.3212,3.25,4.7544,9.8164
17-06-16 07:00,80.5848,3.5211,5.4072,10.5607,55.8397,2.8445,4.1461,10.5831
17-06-16 08:00,79.5281,6.2289,9.1605,17.664,58.4455,5.6133,8.4071,15.8043
17-06-16 09:00,72.1456,4.9939,8.0731,19.1247,48.4725,5.0175,7.3477,19.6418
17-06-16 10:00,45.0168,3.0923,5.1605,13.2818,32.0181,2.8992,4.5638,11.8082
17-06-16 11:00,41.4587,3.9106,5.9179,16.8534,29.8515,3.3094,4.963,11.2579
17-06-16 12:00,45.7387,3.465,5.3961,14.202,37.4551,3.3022,4.5903,10.7594
17-06-16 13:00,33.4516,3.5102,5.6693,19.2504,29.5709,3.2861,4.8335,12.153
17-06-16 14:00,38.434,4.1389,6.0223,13.918,35.7738,3.9399,5.3484,13.4773
17-06-16 15:00,43.2505,3.8661,5.5616,15.9214,34.455,3.6011,5.0206,11.5864
17-06-16 16:00,39.847,3.3781,5.1146,11.8234,34.9445,2.9595,4.2706,10.7375
17-06-16 17:00,40.3221,3.764,5.1682,15.3541,34.4038,3.4933,4.9273,11.116
17-06-16 18:00,42.0423,4.568,6.6252,19.1859,34.4161,4.2121,6.0786,13.9897
17-06-16 19:00,36.6339,4.0616,5.8706,14.4954,31.7211,3.6417,4.8,11.8266
17-06-16 20:00,33.8714,3.7959,5.7502,14.7791,39.3309,4.1072,6.03,11.9993
