localTime,ggd,ggd_os,ecn_AB46,ecn_AB47,waag_1184527,waag_1184739,waag_1183931,waag_53788,waag_26296,waag_1184206,waag_1185325,waag_54200,waag_1184453,waag_717780,waag_55303,waag_55300,waag_13905017,waag_14560051,waag_1184838,waag_54911
2016-06-23 01:00:00+02:00, 19.500, 27.800, 14.509,  9.953, 37.995, 21.940, 34.645,,, 48.680, 22.953, 31.890,, 58.444, 15.262, 25.794,, 42.476, 63.721, 27.752
2016-06-23 02:00:00+02:00, 14.100, 20.600, 14.136,  8.331, 28.353, 16.675, 31.565,,, 49.145, 20.250, 29.716,, 50.266, 12.081, 20.611,, 47.607, 59.276, 24.108
2016-06-23 03:00:00+02:00, 15.300, 18.100, 12.699,  8.673, 34.521, 17.897, 34.138,,, 61.564, 23.655, 34.791,, 49.033, 17.630, 29.144,, 49.763, 65.596, 27.029
2016-06-23 04:00:00+02:00, 11.400, 20.000, 13.987,  9.791, 28.454, 21.810, 34.881,,, 56.615, 21.274, 25.828,, 42.072, 10.249, 26.418,, 46.244, 61.496, 28.095
2016-06-23 05:00:00+02:00,  7.700, 12.400,  3.932,  5.509, 15.953, 14.246, 22.871,,, 37.560, 13.850, 17.234,, 28.457,  6.857, 17.209,, 33.911, 45.671, 19.388
2016-06-23 06:00:00+02:00,  6.300, 10.200, 14.816,  4.141, 12.184,  9.895, 16.408,,, 34.022, 13.099,  9.384,, 25.902,  7.610, 12.243,, 32.145, 46.763, 16.587
2016-06-23 07:00:00+02:00,  7.500, 14.700, 29.532,  6.051, 21.575, 12.498, 24.020,,, 42.459, 18.670, 17.553,, 53.858,  7.124, 14.897,, 34.441, 75.175, 26.855
2016-06-23 08:00:00+02:00, 29.400, 37.400, 31.158, 24.206, 46.465, 30.773, 38.030,,, 50.522, 37.132, 34.824,, 64.878, 23.386, 36.585,, 40.821,102.915, 37.476
2016-06-23 09:00:00+02:00, 44.900, 59.100, 58.855, 41.389, 61.661, 42.570, 61.120,,, 56.603, 41.303, 60.918,,, 39.023, 52.448,, 47.051,139.152, 47.922
2016-06-23 10:00:00+02:00, 52.100, 70.500, 62.377, 39.872, 66.416, 47.066, 68.623,,, 58.022, 60.949, 73.800,,, 41.875, 63.818,, 55.725,140.497, 59.224
2016-06-23 11:00:00+02:00, 69.900, 75.500, 73.436, 47.385, 68.929, 49.553, 63.358,,, 58.330, 60.322, 66.802,,109.178, 50.639, 61.590,, 49.650,127.819, 61.218
2016-06-23 12:00:00+02:00, 60.500, 56.200, 68.427, 52.261, 63.343, 40.862, 50.570,,, 53.134, 44.658, 62.470,, 66.710, 40.475, 51.797,, 45.770,118.496, 46.760
2016-06-23 13:00:00+02:00, 56.800, 59.200, 63.426, 42.802, 61.904, 42.396, 59.357,,, 62.544, 43.460, 53.303,, 77.116, 39.953, 50.173,, 63.063,111.352, 49.417
2016-06-23 14:00:00+02:00, 22.800, 32.600, 35.448, 18.922, 51.803, 32.697, 38.356,,, 43.614, 29.412, 39.441,, 81.100, 30.073, 32.174,, 51.851, 76.525, 32.360
2016-06-23 15:00:00+02:00, 13.200, 27.800, 26.397, 11.224, 39.217, 24.908, 30.588,,, 24.320, 21.648, 23.796,, 66.460, 18.141, 25.298,, 25.983, 65.741, 32.759
2016-06-23 16:00:00+02:00, 19.400, 24.800, 30.564,  7.505, 46.080, 24.818, 32.544,,, 25.003, 20.990,,, 64.877, 19.288, 28.755,, 32.057, 72.430,
2016-06-23 17:00:00+02:00, 18.900, 22.200, 38.049,  5.511, 50.056, 24.340, 25.843,,,, 15.054,,, 59.585, 10.771, 25.338,, 42.943, 84.953,
2016-06-23 18:00:00+02:00, 13.900, 34.600, 51.821, 12.834, 52.807, 24.885, 34.351,,, 62.540, 19.941, 36.212,, 68.567,  6.115, 28.377,, 50.183, 97.855,
2016-06-23 19:00:00+02:00, 17.000, 31.600, 46.373, 18.259, 63.290, 25.562, 29.798,,, 62.479,,,, 44.904,  5.921, 32.609,, 59.729,109.235,
2016-06-23 20:00:00+02:00, 43.400, 32.300, 33.851, 18.437, 47.942, 17.854, 34.541,,, 74.233,, 43.633,, 34.538, 22.297, 26.141,, 59.851,, 48.194
2016-06-23 21:00:00+02:00, 40.300, 41.800, 44.270, 25.025, 62.786, 27.506, 47.924,,, 79.367,, 47.878,, 44.962, 27.677, 32.470,, 65.967,101.189, 46.385
2016-06-23 22:00:00+02:00, 35.300, 52.200, 57.964, 33.955, 68.752, 43.063, 50.377,,, 73.602,, 55.576,112.491, 68.349, 29.324, 49.374,, 71.043,124.565, 58.455
2016-06-23 23:00:00+02:00, 31.500, 53.300, 37.574, 21.789, 50.218, 37.319, 47.889,,, 70.394,, 48.794, 73.254, 69.129, 23.511, 37.263,, 74.082, 91.010, 47.363
2016-06-24 00:00:00+02:00, 20.500, 30.300, 24.011, 10.893, 40.793, 31.142, 30.856,,, 52.545,, 33.989, 43.511, 64.481, 21.307, 29.636,, 53.714, 79.713, 29.045
2016-06-24 01:00:00+02:00, 18.800, 42.000, 38.942, 15.420, 72.335, 35.945, 44.714,,, 57.148, 31.007, 54.101, 60.101, 69.531, 15.832, 38.761,, 52.416,118.098, 40.149
2016-06-24 02:00:00+02:00, 15.900, 60.000, 47.776, 31.314, 76.058, 47.203, 56.353,,, 69.936, 33.527, 65.891, 70.666, 76.148,  9.629, 50.547,, 63.478,, 63.512
2016-06-24 03:00:00+02:00, 17.400, 35.300, 25.520, 10.536, 46.267, 19.521, 38.248,,, 56.863, 28.820, 34.548, 51.804, 45.991, 11.249, 25.906,, 56.793,, 34.814
2016-06-24 04:00:00+02:00, 13.400, 17.300, 16.572,  5.754, 30.311, 15.968, 28.567,,, 48.820, 21.832, 21.602, 40.238, 42.738, 10.820, 18.053,, 48.520,, 28.235
2016-06-24 05:00:00+02:00, 15.300, 19.200, 20.990,  7.231, 27.492, 16.278, 30.311,,, 45.451, 21.074, 19.980, 38.278, 39.582, 13.057, 18.204,, 45.353, 59.882, 28.362
2016-06-24 06:00:00+02:00, 22.500, 23.700, 19.684, 10.700, 21.705, 21.220, 28.328,,, 36.826, 20.191, 17.327, 35.142, 28.450, 12.481, 23.364,, 34.104, 56.258, 35.034
2016-06-24 07:00:00+02:00,, 17.600, 22.465,  8.871,  8.814, 14.317, 22.218,,, 35.888, 20.196, 10.398, 22.698, 19.205,  3.434, 16.834,, 26.369, 53.212, 25.402
2016-06-24 08:00:00+02:00, 23.900, 23.800, 34.650, 14.386, 14.465, 20.679, 29.125,,, 41.700, 28.782, 17.060, 30.338, 29.164, 11.266, 22.419,, 36.410, 70.519, 30.154
2016-06-24 09:00:00+02:00, 29.700, 24.400, 38.858, 15.351, 20.878, 22.921, 27.847,,, 38.694, 32.991, 19.735, 31.781, 36.982, 18.833, 24.445,, 38.139, 76.759, 30.740
2016-06-24 10:00:00+02:00, 26.200, 26.500, 39.482, 16.506, 20.221, 26.468, 29.655,,, 36.437, 34.402, 18.960, 34.028, 35.853, 16.955, 27.962,, 38.003, 83.674, 36.259
2016-06-24 11:00:00+02:00, 28.300, 25.300, 33.402, 17.104, 21.562, 25.290, 24.172,,, 36.519, 32.159, 18.897, 35.018, 31.709, 18.835, 25.240,, 37.174, 76.624, 33.719
2016-06-24 12:00:00+02:00, 34.300, 33.200, 33.339, 19.813, 27.807, 26.764, 31.253,,, 45.108, 34.978, 24.899, 38.685, 30.140, 19.542, 27.465,, 46.503, 75.602, 35.532
2016-06-24 13:00:00+02:00, 32.800, 25.200, 38.747, 17.263, 26.854, 23.860, 27.972,,, 36.085, 30.316, 19.500, 37.412, 29.890, 23.814, 27.491,, 39.092, 70.428, 31.463
2016-06-24 14:00:00+02:00, 28.000, 22.300, 34.854, 16.360, 20.681, 22.144, 18.780,,, 23.228, 30.634, 18.518, 29.719, 24.250, 18.494, 23.616,, 28.569, 74.118, 27.911
2016-06-24 15:00:00+02:00, 16.200, 15.800, 32.745, 11.796,  8.373, 18.530,  8.409,,, 12.975, 23.228,  6.334, 21.734, 21.927,  3.991, 18.349,, 29.709, 63.983, 18.211
2016-06-24 16:00:00+02:00, 13.400, 14.400, 38.448, 10.283,  9.907, 13.162,  5.834,,, 14.854, 21.688,  1.130, 24.666, 15.225, -2.534, 12.465,, 42.848, 60.927, 11.871
2016-06-24 17:00:00+02:00, 10.100, 11.400, 37.698,  9.369,  9.426, 10.607,  3.589,,, 11.053, 17.842, -3.881,, 16.697, -5.074,  6.786,, 39.693, 55.188, 16.952
2016-06-24 18:00:00+02:00,  8.700, 15.500, 28.685, 11.949, 28.544, 12.026,  9.232,,, 24.079, 15.712, 12.148, 29.372, 12.347, -1.278, 13.757,, 43.655, 46.986,
2016-06-24 19:00:00+02:00, 12.300, 14.000, 26.069, 15.861, 27.012, 10.018,  5.571,,, 22.656, 13.861, 10.160, 32.769, 14.301,  1.164, 11.119,, 35.530, 48.444,  8.062
2016-06-24 20:00:00+02:00,  8.500, 11.700, 18.332, 13.462, 20.538,  7.787,  8.189,,, 32.341,  8.438, 17.669, 41.186,  8.207,  1.805,  7.102,, 37.219, 36.749,  8.573
2016-06-24 21:00:00+02:00,  9.200, 15.300, 29.970, 11.703, 25.253, 13.187, 12.246,,, 38.779, 19.795, 15.273, 42.244, 17.088,  1.822, 14.328,, 40.894, 49.751, 17.009
2016-06-24 22:00:00+02:00,  9.700, 14.300, 35.903,  9.092, 29.755, 11.353,  8.203,,, 29.435, 25.796, 12.737, 32.812, 20.099,  2.728, 11.532,, 33.360, 52.691, 15.796
2016-06-24 23:00:00+02:00,  6.100, 18.300, 47.531, 16.987, 22.481, 14.736, 15.930,,, 40.584, 19.622, 19.203, 29.975, 36.097,  0.385, 19.178,, 40.625, 78.239, 24.356
2016-06-25 00:00:00+02:00, 15.000, 28.600, 47.920, 28.752, 25.269, 22.393, 22.309,,, 42.990, 34.462, 27.754, 40.629, 30.668, 11.079, 26.135,, 44.066, 74.220, 27.340
2016-06-25 01:00:00+02:00, 17.700, 21.200, 43.701, 18.203, 31.490, 17.673, 20.500,,, 46.008, 29.328, 20.180, 31.577, 31.642,  8.243, 21.314,, 40.811, 65.975, 23.162
2016-06-25 02:00:00+02:00, 13.800, 25.900, 55.464, 21.308, 40.090, 22.351, 25.173,,, 46.490, 35.329, 34.780, 32.725, 52.558,  6.516, 26.167,, 44.051, 74.666, 28.197
2016-06-25 03:00:00+02:00, 15.900, 28.300, 53.953, 21.180, 39.128, 23.737, 26.939,,, 44.583, 33.690, 30.631, 32.534, 57.218,  8.189, 26.775,, 41.337, 83.183, 31.641
2016-06-25 04:00:00+02:00, 24.800, 35.700, 48.094, 27.390, 42.608, 28.621, 31.622,,, 49.995, 41.308, 37.945, 38.287, 53.860, 13.796, 32.717,, 45.318, 88.036, 36.168
2016-06-25 05:00:00+02:00, 25.000, 42.200, 51.014, 25.631, 47.444, 26.082, 36.853,,, 44.225, 34.264, 43.515, 38.130, 53.739, 11.430, 29.017,, 43.916, 85.237, 31.873
2016-06-25 06:00:00+02:00, 21.600, 38.500, 37.670, 24.820, 30.625, 24.036, 31.469,,, 45.048, 32.933, 31.829, 35.665, 48.925,  8.718, 26.908,, 41.902, 76.574, 29.421
2016-06-25 07:00:00+02:00, 18.900, 29.800, 32.192, 20.007, 18.177, 20.423, 26.150,,, 41.999, 28.268, 26.084, 30.554, 43.866,  9.838, 24.198,, 37.684, 76.904, 28.372
2016-06-25 08:00:00+02:00, 24.600, 28.600, 35.991, 22.061, 20.375, 20.302, 23.525,,, 37.526, 30.193, 23.764, 28.792, 46.942, 14.145, 23.327,, 34.683, 71.053, 24.753
2016-06-25 09:00:00+02:00, 28.500, 26.100, 48.227, 24.462, 19.324, 22.127, 23.431,,, 38.551, 30.148, 24.396, 29.982, 36.710, 17.264, 27.709,, 28.297, 69.242, 31.169
2016-06-25 10:00:00+02:00, 25.600, 27.500, 40.683, 23.837, 21.113, 19.857, 25.547,,, 30.484, 28.082, 28.665, 32.232, 34.767, 16.140, 24.325,, 25.444, 72.722, 26.254
2016-06-25 11:00:00+02:00, 18.900, 25.800, 49.128, 26.960, 28.348, 21.622, 14.693,,, 20.048, 21.232, 22.410, 27.792, 34.191,  8.780,,, 34.760, 67.608, 24.483
2016-06-25 12:00:00+02:00, 13.500, 19.100, 39.733, 23.419, 15.687, 16.415, 12.766,,, 18.603, 19.983, 12.395, 17.424, 29.358,  2.714, 12.988,, 35.999, 62.803, 16.445
2016-06-25 13:00:00+02:00, 15.100, 15.100, 27.175, 15.875, 11.995, 16.887, 11.142,,, 38.676, 22.682, 11.053, 28.685, 24.333, -1.102, 15.924,, 50.071, 52.492, 18.569
2016-06-25 14:00:00+02:00, 15.500, 16.000, 22.903, 14.007, 17.334, 18.369, 20.386,,, 44.699, 22.028, 14.383, 34.877, 24.634,  6.711, 21.146,, 48.580, 58.988, 22.406
2016-06-25 15:00:00+02:00, 14.900, 17.200, 31.013, 17.761, 27.047, 21.769, 24.632,,, 45.641, 28.640, 17.160, 38.132, 32.525,  7.044, 25.448,, 46.013, 71.856, 27.691
2016-06-25 16:00:00+02:00, 14.200, 14.800, 33.605, 16.966, 26.477, 21.526, 15.903,,, 41.648, 31.004, 15.677, 36.808, 31.425,  8.362, 25.896,, 45.801, 71.276, 27.395
2016-06-25 17:00:00+02:00, 13.400, 14.800, 30.851, 14.499, 18.255, 17.044, 15.441,,, 28.855, 25.333, 15.704, 34.991, 22.034,  7.877, 20.596,, 33.050, 57.528, 20.611
2016-06-25 18:00:00+02:00, 16.700, 16.500, 32.094, 20.304, 23.519, 17.933, 14.254,,, 29.338, 24.063, 13.241, 32.968, 22.377,  7.995, 21.144,, 33.777, 50.617, 21.849
2016-06-25 19:00:00+02:00, 11.800, 13.100, 32.647, 13.663, 26.578, 11.947, 10.724,,, 14.151, 18.375, 20.347, 28.382, 22.001,  0.222, 15.496,, 22.133,, 16.745
2016-06-25 20:00:00+02:00,  8.600,  7.400, 26.171, 10.823, 19.408,  7.957,  2.742,,, 15.410, 15.000,  5.741, 29.174,  7.508, -2.457,  8.819,, 22.900, 35.672,  7.152
2016-06-25 21:00:00+02:00, 11.700, 12.900, 24.136, 12.963, 26.760, 10.164, 10.239,,, 34.805, 13.345, 11.674, 28.886, 13.971,  0.346,,, 35.986, 46.861, 12.965
2016-06-25 22:00:00+02:00, 13.900, 13.600, 28.148, 15.594, 19.031, 15.974, 14.140,,, 41.898, 22.852, 13.877, 29.671, 21.609,  6.396, 15.965,, 39.584, 51.991, 19.120
2016-06-25 23:00:00+02:00, 20.600, 18.100, 30.896, 21.001, 27.642, 21.040, 21.363,,, 48.645, 26.042, 19.552, 27.781, 32.931, 10.252, 20.931,, 42.687, 65.741, 26.856
2016-06-26 00:00:00+02:00, 30.900, 30.500, 57.770, 31.916, 28.880, 30.144, 32.014,,, 51.751, 38.470, 29.228, 31.855, 54.837, 16.691, 35.428,, 46.641, 96.544, 39.647
2016-06-26 01:00:00+02:00, 34.300, 34.900, 49.998, 27.093, 31.250, 24.192, 31.232,,, 45.847, 34.958, 32.794, 37.247, 60.708, 20.121, 29.170,, 42.196,102.912, 32.925
2016-06-26 02:00:00+02:00, 31.300, 36.500, 54.757, 30.312, 33.838, 25.774, 30.564,,, 44.667, 39.007, 31.016, 37.055, 56.337, 15.875, 30.034,, 41.689,104.077, 32.562
2016-06-26 03:00:00+02:00, 30.300, 35.200, 47.295, 28.639, 30.919, 26.982, 30.133,,, 50.289, 33.980, 31.045, 33.089, 48.603, 14.631, 32.632,, 42.495, 85.585, 34.995
2016-06-26 04:00:00+02:00, 18.600, 25.400,, 23.474, 22.590, 19.465, 21.715,,, 43.094, 25.413, 22.234, 21.795, 35.835,  4.375, 21.659,, 36.014, 67.999, 24.275
2016-06-26 05:00:00+02:00, 17.100, 24.400, 41.797, 25.660, 25.868, 19.905, 20.808,,, 41.788, 22.249, 23.172, 17.960, 41.118,  2.950, 24.391,, 33.910, 72.377, 23.436
2016-06-26 06:00:00+02:00, 18.800, 20.700, 34.195, 18.113, 15.927, 13.979, 16.858,,, 38.287, 17.976, 15.763, 19.489, 36.428,  6.196, 17.802,, 31.190, 64.648, 19.144
2016-06-26 07:00:00+02:00, 22.100, 19.300, 19.639, 16.901, 10.839, 12.195, 14.067,,, 32.186, 15.655, 15.107, 19.560, 28.989,  8.285, 15.153,, 31.591, 55.938, 16.601
2016-06-26 08:00:00+02:00, 19.600, 15.400, 19.690, 18.482, 12.077, 15.910, 11.767,,, 25.675, 16.328, 10.854, 18.222, 17.936,  6.612, 19.513,, 15.689, 46.150, 19.355
2016-06-26 09:00:00+02:00,  8.800,  6.400, 13.202, 10.536,  0.942,  3.894,  3.252,,, 13.541, 10.745,  2.888,  8.927,  7.643, -1.990,  4.190,, 13.547, 29.731, 10.189
2016-06-26 10:00:00+02:00,  5.800,  4.800, 13.700,  9.707, -4.721,  7.492,  3.709,,, 10.032,  8.180,  2.817,  7.710,  8.746, -2.911,  8.372,, 18.912, 33.086, 11.675
2016-06-26 11:00:00+02:00,  7.400,  5.800, 14.548,  8.963,  0.816, 10.069, -5.818,,,  7.585, 10.366,  2.944,  7.810,  9.925, -0.275,,, 27.872, 31.257, 13.083
2016-06-26 12:00:00+02:00,  7.600,  4.600, 16.311,  8.673,  4.676,  8.144, -0.688,,, 12.685,  6.444,  2.083, 10.333,  7.919, -3.496,,, 34.223, 36.019,  8.973
2016-06-26 13:00:00+02:00,  8.200,  5.700, 13.233,  6.383,  3.889,  5.526,  2.712,,,  8.969,  9.221,  3.050,  8.465,  6.598, -5.254, -2.932,, 40.038, 35.081,  7.554
2016-06-26 14:00:00+02:00,  7.400,  4.500, 13.093,  6.430,  7.296,  8.613, -2.616,,, 15.988,  8.388, -0.005, 10.389, 10.313, -8.562,  9.700,, 42.505, 34.560, 10.434
2016-06-26 15:00:00+02:00,  7.500,  4.500,  9.302,  8.208, 11.501, 10.123,  1.984,,, 24.024, 11.658, -5.631, 17.640, 10.578, -3.599, 12.060,, 45.953, 34.033,  7.319
2016-06-26 16:00:00+02:00,  8.600,  5.200, 19.613,  8.755, 13.450,  7.870,  4.431,,, 24.746, 13.468,  0.791, 23.434, 10.931, -0.768, 11.643,, 40.819, 38.266, 11.800
2016-06-26 17:00:00+02:00,  7.300,  6.400, 13.229, 11.632, 17.324,  8.701,  5.830,,, 23.147, 12.682,  2.761, 27.056, 13.991, -2.483, 10.695,, 37.025, 36.283,  9.928
2016-06-26 18:00:00+02:00,  6.500,  6.000, 17.712, 11.504,  9.558,  8.990,  5.013,,, 20.347, 17.961,  7.412, 25.417, 15.012, -3.307, 10.303,, 28.661, 42.073, 10.521
2016-06-26 19:00:00+02:00,  6.900,  5.500, 18.113, 11.376, 15.982,  8.920,  3.708,,, 26.624, 15.558,  6.317, 20.726, 10.934,  0.818,  8.607,, 32.461, 34.076, 10.037
2016-06-26 20:00:00+02:00,  7.200,  5.100, 14.745, 10.450, 15.062,  9.195,  3.947,,, 30.507, 17.372,  6.702, 29.584, 10.869,  1.075,  7.638,, 27.081, 29.696, 10.790
2016-06-26 21:00:00+02:00,  8.900,  5.900, 21.269,  9.267, 15.560, 12.024,  8.594,,, 40.788, 19.310,  9.776, 26.400, 16.623,  1.852, 11.673,, 34.739, 37.904, 16.110
2016-06-26 22:00:00+02:00, 12.100, 11.000, 28.117, 17.730, 21.600, 15.685, 15.227,,, 40.692, 22.942, 15.916, 26.785, 33.542,  6.778, 18.021,, 34.730, 64.235, 20.553
2016-06-26 23:00:00+02:00, 15.500, 14.900, 27.253, 18.594, 20.820, 18.366, 18.874,,, 45.336, 28.125, 18.207, 28.030,,  7.687, 19.975,, 38.382, 60.230, 23.640
2016-06-27 00:00:00+02:00, 19.300, 18.800, 32.704, 19.680, 18.260, 18.183, 22.059,,, 41.793, 25.088, 20.992, 27.878, 42.130, 11.271, 22.453,, 35.051, 76.032, 26.042
2016-06-27 01:00:00+02:00, 16.700, 17.800, 31.447, 17.073, 24.206, 11.438, 17.501,,, 32.038, 20.957, 18.638, 26.483, 45.820,  9.033, 14.397,, 32.336, 67.782, 18.876
2016-06-27 02:00:00+02:00, 13.900, 14.200, 39.083, 15.031, 19.600, 11.552, 15.066,,, 36.502, 20.680, 15.915, 25.770, 43.079,  5.232, 14.345,, 35.504, 67.995, 14.815
2016-06-27 03:00:00+02:00, 11.800, 12.800, 25.240, 11.237, 20.880, 10.786, 12.490,,, 32.788, 17.525, 13.274, 21.246, 32.139,  4.093, 12.638,, 31.975, 58.577, 14.392
2016-06-27 04:00:00+02:00, 11.000, 11.300, 14.757, 10.761, 16.302, 13.003, 12.863,,, 36.641, 19.105, 10.157, 19.735, 22.299,  3.853, 10.649,, 32.388, 45.531, 16.372
2016-06-27 05:00:00+02:00, 14.400, 14.200, 19.690, 12.779, 13.882, 12.456, 15.285,,, 35.604, 17.738, 13.724, 20.326,,  5.590, 11.576,, 31.248, 50.458, 17.863
2016-06-27 06:00:00+02:00, 16.100, 15.600, 18.037, 13.731, 13.097, 11.666, 15.547,,, 33.769, 19.116, 13.594, 19.480, 23.744,  5.836, 12.773,, 32.086, 48.307, 18.030
2016-06-27 07:00:00+02:00, 21.500, 17.900, 24.871, 16.624, 13.369, 14.026, 16.576,,, 32.871, 22.407, 13.181, 20.040,,  9.878, 14.667,, 28.798, 62.468, 19.515
2016-06-27 08:00:00+02:00, 24.800, 25.100, 32.272, 22.588, 17.549, 20.084, 23.741,,, 39.519, 28.750, 21.976, 28.301, 41.846, 11.109, 19.956,, 35.714, 76.657, 25.006
2016-06-27 09:00:00+02:00, 26.500, 29.100, 38.489, 24.318, 21.792, 20.023, 23.570,,, 36.237, 30.386, 22.078, 28.853, 53.169, 13.229, 20.427,, 36.002, 89.140, 24.464
2016-06-27 10:00:00+02:00, 23.400, 26.700, 34.342, 22.025, 21.994, 20.893, 22.311,,, 35.411, 28.774, 19.182, 23.710, 48.217, 12.168, 19.579,, 36.773, 88.878, 23.287
2016-06-27 11:00:00+02:00, 23.800, 26.700, 33.187, 24.052, 22.442, 23.579, 22.844,,, 38.592, 29.513, 21.719, 26.956, 51.082, 13.449, 21.279,, 35.638, 83.543, 24.426
2016-06-27 12:00:00+02:00, 23.200, 24.900, 31.885, 21.558, 23.767, 21.710, 24.363,,, 44.139, 31.072, 19.692, 29.173, 48.874, 13.181, 21.210,, 30.048, 81.560, 26.504
2016-06-27 13:00:00+02:00, 25.900, 27.600, 37.046, 21.072, 25.259, 23.113, 30.469,,, 49.546, 31.608, 24.223, 32.663, 54.560, 15.576, 25.091,, 40.478, 93.030, 30.181
2016-06-27 14:00:00+02:00, 12.500, 20.600, 29.335, 21.502, 16.578, 16.786, 21.882,,, 31.269, 21.038, 26.345, 26.783,,  6.794, 21.721,, 32.899, 60.099, 26.660
2016-06-27 15:00:00+02:00, 24.700, 20.800, 37.138, 30.404, 20.169, 15.627, 15.570,,, 15.943, 14.873, 23.216, 18.638, 23.660, 11.462, 20.086,, 16.003, 58.138, 19.858
2016-06-27 16:00:00+02:00, 25.200, 15.800, 27.134, 28.619, 11.191,  9.998,  3.904,,,  5.439, 12.292, 20.649, 17.335, 16.070,  7.309, 10.951,, 10.586, 44.490, 13.315
2016-06-27 17:00:00+02:00, 11.300, 22.400, 24.564, 29.581, 22.311, 13.771, 12.440,,, 17.134, 14.422, 25.604, 20.646, 19.830, -1.668, 15.945,, 24.289, 50.209, 13.472
2016-06-27 18:00:00+02:00,  9.400, 23.900, 37.451, 25.270, 19.916, 14.306, 14.666,,,  9.784, 14.258, 14.199, 24.339, 24.696, -6.274, 16.509,, 22.814, 53.361, 22.358
2016-06-27 19:00:00+02:00, 13.500, 20.300, 29.028, 27.535, 21.186, 11.926,  8.357,,, 15.511, 11.247, 15.107, 19.221, 12.179,  0.421, 12.706,, 25.204, 49.501,  6.162
2016-06-27 20:00:00+02:00, 12.300, 18.800, 21.355, 21.339, 22.846, 11.492, 11.118,,, 27.296, 14.533, 12.359, 23.756, 18.452, -0.465, 13.434,, 29.136, 37.165, 13.110
2016-06-27 21:00:00+02:00,  9.400, 21.800, 26.120, 20.286, 18.297, 13.184,  9.008,,, 29.628, 18.232, 15.512, 31.872, 19.194, -2.528, 14.660,, 30.178, 41.840, 15.361
2016-06-27 22:00:00+02:00, 10.500, 17.700, 26.030, 18.123, 20.196, 10.323,  7.227,,, 29.114,, 16.230, 23.357, 16.481,  0.554, 12.313,, 29.749, 40.257, 14.002
2016-06-27 23:00:00+02:00, 14.500, 15.900, 26.325, 17.939, 21.568,  9.976, 12.157,,, 37.078, 19.223, 14.090, 31.061, 19.916,  3.485, 12.881,, 35.220, 42.105, 15.543
2016-06-28 00:00:00+02:00, 17.800, 19.500, 31.553, 18.116, 23.861, 13.233, 13.382,,, 36.217, 26.701, 19.355, 21.650, 25.965,  9.022, 16.648,, 34.676, 50.240, 17.042
2016-06-28 01:00:00+02:00, 16.000, 14.100, 35.249, 17.151, 16.121, 11.538, 12.889,,, 34.067,, 14.156, 15.843, 25.897,  5.265, 15.250,, 32.002, 52.882, 13.956
2016-06-28 02:00:00+02:00, 26.000, 27.100, 38.510, 21.971, 25.154, 17.696, 22.170,,, 39.547, 33.548, 25.703, 22.921, 40.708, 12.775, 21.593,, 37.977, 74.210, 24.164
2016-06-28 03:00:00+02:00, 25.900, 22.000, 30.933, 22.711, 26.569, 14.939, 16.328,,, 36.161, 22.355, 22.117, 24.372, 39.676, 12.081, 19.033,, 36.050, 70.017, 21.389
2016-06-28 04:00:00+02:00, 17.600, 20.100, 39.401, 17.171, 19.788, 11.246, 16.586,,, 32.197, 18.349, 22.149, 18.115,,  3.888, 14.613,, 32.407, 62.858, 18.839
2016-06-28 05:00:00+02:00, 15.500, 25.300, 47.259, 20.937, 25.157, 14.676, 20.637,,, 31.787, 23.346, 23.975, 22.133, 33.781,  2.792, 17.237,, 34.303, 59.488, 18.916
2016-06-28 06:00:00+02:00, 19.800, 31.800, 36.022, 26.749, 26.329, 19.373, 18.970,,, 27.111, 23.269, 24.903, 20.866, 46.769,  7.445, 23.099,, 33.844, 61.608, 22.733
2016-06-28 07:00:00+02:00, 22.700, 32.700, 54.327, 29.407, 21.034, 21.413, 21.218,,, 35.827, 28.979, 28.764, 19.544, 61.099,  8.984, 24.912,, 32.089,106.087, 25.051
2016-06-28 08:00:00+02:00, 28.600, 47.400, 53.676, 43.947, 36.855, 26.730, 30.440,,, 42.895, 45.094, 39.719, 27.113, 68.427, 14.490, 29.664,, 39.282,105.979, 29.781
2016-06-28 09:00:00+02:00, 34.400, 47.100, 66.064, 50.217, 30.088, 32.432, 36.761,,, 38.141, 41.600, 44.428, 34.232, 78.889, 17.647, 36.036,, 37.792,121.485, 34.989
2016-06-28 10:00:00+02:00, 38.700, 65.200, 71.720, 65.060, 50.313, 43.038, 51.296,,, 53.250, 54.162, 58.141, 51.548, 90.585, 22.585, 49.415,, 52.095,125.011, 51.267
2016-06-28 11:00:00+02:00, 42.200, 52.900, 53.480, 45.978, 49.727, 35.872, 51.173,,, 47.265, 39.603, 52.096, 52.840, 77.864, 27.323, 43.504,, 44.776, 88.526, 41.768
2016-06-28 12:00:00+02:00,, 26.600, 34.281, 22.322, 17.503, 25.563, 28.216,,, 31.288, 22.031, 30.601, 25.439, 56.789, 11.249,,, 26.790, 76.183, 23.047
2016-06-28 13:00:00+02:00, 10.200, 14.600, 41.162, 10.542,  7.168, 11.793, 13.306,,, 18.818, 10.895, 12.436, 13.390, 35.704, -0.537,  1.021,, 24.308, 69.000, 14.039
2016-06-28 14:00:00+02:00, 11.100, 16.700, 38.182, 17.617, 13.459, 14.241, 10.221,,, 31.994, 11.883, 14.077, 20.887, 47.038, -0.162, 12.589,, 38.301, 78.651, 12.945
