localTime,ggd,ggd_os,ecn_AB46,ecn_AB47,waag_1184527,waag_1184739,waag_1183931,waag_53788,waag_26296,waag_1184206,waag_1185325,waag_54200,waag_1184453,waag_717780,waag_55303,waag_55300,waag_13905017,waag_14560051,waag_1184838,waag_54911
2016-06-02 00:00:00+02:00, 14.100,  9.700,,,,,,,,,,,,,,,,,,
2016-06-02 01:00:00+02:00, 14.900,  8.200,,, 27.816, 24.327, 22.071, 24.296, 19.110, -0.902, 27.648, 22.098, 20.672, 20.500, 19.073, 20.239, 21.155,  5.934, 20.174, 20.300
2016-06-02 02:00:00+02:00, 14.500,  7.000,,, 25.732, 23.150, 21.111, 22.648, 17.548,  2.604, 25.268, 21.234, 19.111, 18.979, 17.445, 18.705, 19.477,  9.161, 18.069, 18.759
2016-06-02 03:00:00+02:00, 12.000,  4.800,,, 20.847, 18.171, 17.839, 18.387, 13.788,  6.490, 21.383, 16.845, 14.985, 15.032, 13.418, 14.797, 17.357, 11.712, 13.571, 14.035
2016-06-02 04:00:00+02:00,  9.300,  3.500,,, 16.523, 14.606, 14.313, 13.922, 10.680,  3.913, 18.356, 13.536, 12.250, 12.287, 10.344, 11.884, 13.867, 10.924, 12.283, 11.239
2016-06-02 05:00:00+02:00,  8.600,  2.700,,, 16.011, 13.704, 13.036, 12.143,  9.413,  3.523, 16.055, 11.787, 10.209, 11.151,  8.816, 10.801, 12.132, 11.885,  9.549,  9.573
2016-06-02 06:00:00+02:00,  7.100,  3.700,,, 13.594, 11.135, 11.188, 10.135,  8.187,  3.798, 15.676, 10.862,  8.674,  9.717,  8.513, 10.126, 10.622, 12.284,  8.662,  8.670
2016-06-02 07:00:00+02:00, 13.800, 10.500,,, 18.445, 16.580,, 15.490, 13.524,  7.646,, 15.885, 14.081, 14.962, 13.513, 14.738, 15.505, 14.288, 13.875, 14.090
2016-06-02 08:00:00+02:00, 19.000, 17.500,,, 23.054, 21.577,, 20.821, 18.265, 11.892,, 20.672, 18.273, 19.843, 18.927, 19.550, 19.975, 16.663, 17.979, 18.631
2016-06-02 09:00:00+02:00, 23.100, 22.600,,, 25.226, 23.501, 24.493, 24.093, 20.806, 12.692, 25.542, 23.238, 21.140, 21.859, 21.041, 20.777, 22.009, 17.658, 20.509, 21.332
2016-06-02 10:00:00+02:00, 19.000, 20.000,,, 19.080, 18.705, 18.576, 17.915, 16.303, 10.928, 20.574, 17.884, 16.143, 16.673, 16.530, 16.873, 17.844, 17.695, 17.663, 16.645
2016-06-02 11:00:00+02:00, 19.000, 19.600,,, 20.571, 19.748, 19.723, 19.086, 17.457, 12.893, 23.221, 19.032, 17.181, 18.349, 17.539, 18.205, 18.687, 18.652, 18.723, 17.801
2016-06-02 12:00:00+02:00, 24.700, 18.400,,, 26.666, 24.892, 24.402, 24.717, 23.010, 13.504, 26.742, 24.461, 21.871, 23.198, 23.649, 23.564, 21.362, 18.389, 23.633, 23.204
2016-06-02 13:00:00+02:00, 17.700, 18.900,,, 17.496, 17.092, 16.718, 17.507, 15.978,  9.899, 20.291, 16.790, 15.296, 15.630, 15.723, 15.935, 15.459, 15.406, 17.408, 15.406
2016-06-02 14:00:00+02:00, 18.400, 19.000,,, 18.836, 19.067, 18.177, 17.771, 16.545, 13.202, 20.083, 17.788, 16.197, 16.632, 15.993, 16.808, 18.297, 18.318, 18.466, 16.042
2016-06-02 15:00:00+02:00, 20.800,,,, 21.050, 20.925, 19.529, 20.186, 19.085, 12.251, 21.367, 20.845, 18.377, 18.862, 18.784, 18.452, 18.583, 16.264, 19.049, 18.648
2016-06-02 16:00:00+02:00, 24.100, 20.200,,, 19.960, 21.434, 19.713, 21.643, 20.755, 13.650, 22.105, 20.641, 19.340, 19.580, 18.669, 18.926, 23.241, 19.331, 20.478, 19.079
2016-06-02 17:00:00+02:00, 23.400, 17.400,,, 18.824, 20.695, 18.491, 19.421, 19.460, 15.298, 20.969, 19.007, 18.107, 18.444, 16.988, 17.782, 22.775, 20.944, 19.227, 17.680
2016-06-02 18:00:00+02:00, 19.700, 17.700,,, 18.203, 19.709, 18.716, 18.875, 17.954, 16.138, 20.191, 18.919, 17.457, 17.755, 17.688, 17.911, 22.448, 23.161, 16.481, 17.319
2016-06-02 19:00:00+02:00, 18.200, 16.100,,, 19.620, 20.710, 18.515, 19.482, 18.707, 17.471, 21.309, 19.015, 17.778, 18.008, 18.057, 17.619, 22.465, 23.462, 17.105, 17.635
2016-06-02 20:00:00+02:00, 15.700, 16.200,,, 12.291, 15.588, 13.758, 13.810, 14.566, 16.761, 16.687, 14.633, 13.066, 13.054, 11.956, 13.826, 21.513, 22.672, 14.183, 12.837
2016-06-02 21:00:00+02:00, 15.500, 13.000,,, 13.659, 14.720, 14.288, 14.011, 14.199, 17.676, 15.072, 15.220, 13.865, 14.014, 12.948, 13.274, 20.409, 21.934, 12.456, 12.758
2016-06-02 22:00:00+02:00, 14.200, 14.200,,, 12.207, 14.959, 13.065, 12.290, 12.983, 19.263, 14.098, 12.432, 11.960, 12.577, 11.095, 11.983, 19.295, 25.411, 11.076, 11.003
2016-06-02 23:00:00+02:00, 14.900, 16.400,,, 13.171, 14.184, 14.578, 12.673, 13.668, 22.672, 13.177, 14.377, 12.274, 13.158, 12.341, 12.554, 20.037, 27.788, 11.779, 11.867
2016-06-03 00:00:00+02:00, 12.700, 14.200,,,  9.582, 11.492, 11.775,  9.705, 10.444, 22.126, 11.276, 10.854, 10.431, 10.321,  8.705, 10.695, 16.785, 26.098,  9.728,  9.909
2016-06-03 01:00:00+02:00, 11.200, 12.800,,,  8.335,  9.621,  9.799,  7.810,  8.893, 21.000,  9.334,  8.728,  8.698,  8.987,  7.776,  8.343, 15.382, 22.891,  8.773,  8.278
2016-06-03 02:00:00+02:00, 10.000, 10.500,,,  7.429,  8.991,  9.251,  7.443,  7.933, 17.319,  7.100,  8.801,  8.288,  8.412,  7.394,  7.924, 12.432, 20.827,  7.315,  7.596
2016-06-03 03:00:00+02:00,  9.400,  8.800,,,  6.417,  6.880,  8.827,  7.279,  8.253, 17.600,  5.685,  8.248,  9.106,  8.323,  6.413,  7.105, 12.132, 19.300,  7.400,  6.962
2016-06-03 04:00:00+02:00, 10.400, 10.900,,,  4.615,  6.006,  8.305,  6.651,  8.105, 18.414,  6.304,  6.851,  8.196,  6.983,  6.217,  7.016, 12.535, 22.732,  8.434,  7.064
2016-06-03 05:00:00+02:00,  8.900,  9.900,,,  8.036,  7.725,  8.550,  6.560,  7.143, 18.726,  6.803,  6.957,  8.188,  7.464,  7.217,  6.682, 11.688, 22.263,  7.997,  6.570
2016-06-03 06:00:00+02:00,  9.900,  7.500,,,  5.740,  5.612,  8.512,  7.334,  9.061, 17.643,  5.414,  6.679,  9.032,  7.945,  7.142,  7.142, 12.185, 20.718,  9.006,  7.508
2016-06-03 07:00:00+02:00, 21.000, 17.500,,, 16.567, 16.927, 19.773, 18.494, 19.916, 23.572, 16.015, 19.909, 18.872, 19.000, 18.360, 17.834, 22.259, 27.703, 18.966, 19.175
2016-06-03 08:00:00+02:00, 41.600, 35.100,,, 36.763, 35.435, 38.512, 37.985, 39.217, 38.793, 34.276, 37.532, 36.985, 38.051, 38.599, 36.889, 39.007, 40.651, 39.071, 38.135
2016-06-03 09:00:00+02:00, 34.500, 28.700,,, 27.393, 29.748, 30.308, 29.315, 30.832, 29.278, 29.208, 29.433, 29.508, 29.160, 30.515, 29.640, 31.375, 33.367, 30.669, 30.390
2016-06-03 10:00:00+02:00, 37.000, 37.500,,, 34.785, 35.071, 34.089, 35.178, 35.460, 33.830, 33.726, 33.276, 33.903, 34.330, 34.968, 33.862, 31.550, 32.860, 33.879, 35.279
2016-06-03 11:00:00+02:00, 38.300, 32.200,,, 31.259, 33.833, 31.618, 33.523, 35.007, 31.283, 32.267, 32.854, 33.061, 33.359, 33.531, 33.281, 29.737, 29.598, 32.676, 34.436
2016-06-03 12:00:00+02:00, 46.100, 39.700,,, 42.693, 43.358, 42.156, 44.209, 45.889, 36.961, 41.339, 43.101, 43.976, 44.255, 44.757, 43.531, 32.631, 39.532, 40.550, 44.208
2016-06-03 13:00:00+02:00, 53.700, 53.000,,, 40.959, 47.744, 41.683, 44.780, 48.308, 37.399, 42.380, 49.513, 45.737, 46.911, 46.591, 47.693,, 44.666, 38.361, 46.771
2016-06-03 14:00:00+02:00, 50.500, 39.600,,, 32.694, 43.289, 35.389, 38.728, 42.324, 37.331, 39.824, 44.142, 38.870, 40.198, 40.011, 40.260, 33.576, 43.467, 33.043, 40.845
2016-06-03 15:00:00+02:00, 37.000, 32.500,,, 32.646, 36.608, 33.510, 35.661, 36.929, 36.844, 37.553, 34.874, 35.866, 34.491, 34.234, 34.280, 28.860, 44.948, 29.694, 35.752
2016-06-03 16:00:00+02:00, 39.400, 31.400,,, 37.581, 42.818, 36.324, 38.960, 39.835, 40.253, 39.201, 39.031, 39.264, 38.122, 37.767, 37.576, 34.462, 42.062, 34.014, 38.195
2016-06-03 17:00:00+02:00, 27.400, 25.000,,, 25.722, 31.927, 25.273, 27.414, 28.797, 28.536, 27.321, 28.513, 30.054, 28.339, 26.569, 28.010, 21.381, 34.723, 24.059, 26.960
2016-06-03 18:00:00+02:00, 31.800, 29.900,,, 32.545, 36.892, 32.393, 34.416, 34.659, 35.034, 33.450, 33.845, 34.763, 34.187, 31.523, 33.495, 35.075, 39.453, 30.290, 32.733
2016-06-03 19:00:00+02:00, 49.900, 50.200,,, 44.279, 47.627, 48.820, 50.582, 51.767, 44.254, 46.097, 48.624, 49.976, 49.279, 46.922, 48.829, 52.792, 46.677, 47.275, 47.266
2016-06-03 20:00:00+02:00, 62.600, 42.400,,, 59.250, 59.937, 60.712, 63.616, 62.952, 50.532, 60.192, 59.816, 60.019, 60.242, 61.147, 60.128, 68.563, 50.042, 61.653, 58.079
2016-06-03 21:00:00+02:00, 65.900, 38.000,,, 65.638, 64.162, 66.912, 68.566, 69.072, 53.621, 62.304, 65.621, 65.003, 65.423, 67.082, 65.624, 71.151, 53.155, 65.371, 64.362
2016-06-03 22:00:00+02:00, 74.800, 72.900,,, 63.667, 66.518, 66.140, 68.201, 70.625, 49.657, 60.586, 67.111, 65.974, 67.125, 68.018, 68.299, 72.076, 49.166, 66.939, 65.125
2016-06-03 23:00:00+02:00, 77.600, 76.600,,, 68.166, 69.208, 69.076, 71.345, 73.445, 56.647, 64.873, 70.962, 68.559, 69.963, 71.683, 71.043, 74.972, 54.642, 69.946, 68.406
2016-06-04 00:00:00+02:00, 67.800, 78.800,,, 61.253, 61.728, 62.420, 64.168, 65.306, 50.262, 58.176, 63.352, 62.025, 63.196, 64.283, 63.407, 67.308, 49.486, 63.569, 63.322
2016-06-04 01:00:00+02:00, 60.900, 81.100,,, 54.164, 54.696, 54.986, 56.817, 57.849, 44.441, 51.571, 54.592, 54.654, 55.132, 57.197, 55.813, 59.395, 45.079, 56.419, 54.730
2016-06-04 02:00:00+02:00, 65.500, 76.500,,, 58.732, 58.417, 59.573, 60.233, 61.831, 53.952, 55.213, 57.763, 57.669, 59.647, 61.346, 59.503, 63.254, 53.238, 60.838, 59.557
2016-06-04 03:00:00+02:00, 39.500, 69.800,,, 35.853, 33.899, 36.491, 37.445, 38.194, 37.578, 31.743, 35.692, 36.285, 36.613, 37.445, 35.116, 39.598, 36.227, 37.512, 35.165
2016-06-04 04:00:00+02:00, 31.300, 62.700,,, 27.674, 28.068, 28.949, 29.760, 30.850, 29.673, 24.322, 27.866, 29.911, 28.776, 30.194, 28.436, 32.691, 31.668, 30.926, 28.085
2016-06-04 05:00:00+02:00, 27.700, 55.200,,, 21.555, 22.248, 22.974, 24.044, 25.110, 26.747, 18.875, 21.751, 24.136, 23.425, 23.711, 22.187, 27.893, 28.697, 25.039, 23.307
2016-06-04 06:00:00+02:00, 21.000, 53.900,,, 16.081, 17.253, 17.622, 18.391, 19.395, 24.584, 13.985, 15.178, 18.793, 17.659, 17.891, 16.235, 22.004, 26.423, 18.878, 17.208
2016-06-04 07:00:00+02:00, 20.500, 50.100,,, 20.433, 18.244, 21.201, 21.277, 21.609, 29.492, 16.893, 16.868, 21.462, 20.934, 21.431, 18.561, 22.756, 30.532, 21.354, 19.628
2016-06-04 08:00:00+02:00, 31.400, 40.700,,, 32.475, 31.225, 33.883, 34.217, 34.166, 36.035, 28.802, 30.337, 33.213, 33.701, 33.979, 31.115, 31.346, 36.120, 34.396, 31.137
2016-06-04 09:00:00+02:00, 38.000, 44.100,,, 38.807, 40.217, 40.656, 40.640, 40.435, 34.181, 35.310, 39.040, 40.774, 40.172, 40.135, 39.666, 32.186, 37.490, 40.759, 41.069
2016-06-04 10:00:00+02:00, 43.300, 55.000,,, 45.501, 43.691, 44.420, 44.707, 45.872, 31.547, 39.730, 46.232, 47.247, 49.062, 46.221, 46.719, 37.017, 33.872, 48.056, 47.032
2016-06-04 11:00:00+02:00, 33.000, 29.300,,,,,,,,, 30.165, 51.608,,,,,,,, 35.110
2016-06-04 12:00:00+02:00, 20.300, 31.100,,,,,,,,, 25.376,,,,,,,,,
2016-06-04 13:00:00+02:00, 17.800, 36.800,,,,,,,,,,,,,,,,,,
2016-06-04 14:00:00+02:00, 14.600, 25.000,,,,,,,,,,,,,,,,,,
2016-06-04 15:00:00+02:00, 12.000, 23.400,,,, 27.253,,,,,,,,,,,,,,
2016-06-04 16:00:00+02:00,  8.500, 23.800,,,,,,,,, 11.162,,,,,,,,,
2016-06-04 17:00:00+02:00,  8.100, 27.000,,,, 20.360,,,,, 20.164,, 15.970, 14.946,,,,,, 13.506
2016-06-04 18:00:00+02:00,  8.400, 21.500,,,,,,,,  4.280, 19.746,, 17.997, 16.053,, 18.527,,,, 14.243
2016-06-04 19:00:00+02:00, 10.500, 15.200,,,,,,,,,,,,,,,,,,
2016-06-04 20:00:00+02:00, 13.300, 19.700,,,,,,,,,,,,,,,,,,
2016-06-04 21:00:00+02:00, 12.200, 22.300,,,,,,,,,,,,,,,,,,
2016-06-04 22:00:00+02:00, 12.200, 23.900,,,,,,,,,,,,,,,,,,
2016-06-04 23:00:00+02:00, 12.800, 15.300,,,,,,,,,,,,,,,,,,
2016-06-05 00:00:00+02:00, 15.400, 26.100,,,,,,,,,,,,,,,,,,
2016-06-05 01:00:00+02:00, 18.000, 23.800,,,,,,,,,,,,,,,,,,
2016-06-05 02:00:00+02:00, 17.900, 16.400,,,,,,,,,,,,,,,,,,
2016-06-05 03:00:00+02:00, 14.300, 13.900,,,,,,,,,,,,,,,,,,
2016-06-05 04:00:00+02:00, 14.700, 16.700,,,,,,,,,,,,,,,,,,
2016-06-05 05:00:00+02:00, 14.800, 14.500,,,,,,,,,,,,,,,,,,
2016-06-05 06:00:00+02:00, 13.900, 16.100,,,,,,,,,,,,,,,,,,
2016-06-05 07:00:00+02:00, 13.000, 16.300,,,,,,,,,,,,,,,,,,
2016-06-05 08:00:00+02:00, 10.100, 14.300,,,,,,,,,,,,,,,,,,
2016-06-05 09:00:00+02:00,  9.100, 11.800,,,,,,,,,,,,,,,,,,
2016-06-05 10:00:00+02:00,  8.700,  7.500,,,,,,,,,,,,,,,,,,
2016-06-05 11:00:00+02:00,  8.800,  9.900,,,,,,,,,,,,,,,,,,
2016-06-05 12:00:00+02:00,  9.500, 11.700,,,,,,,,,,,,,,,,,,
2016-06-05 13:00:00+02:00,  8.800, 10.800,,,,,,,,,,,,,,,,,,
2016-06-05 14:00:00+02:00,  8.700, 13.100,,,,,,,,,,,,,,,,,,
2016-06-05 15:00:00+02:00, 10.400, 15.000,,,,,,,,,,,,,,,,,,
2016-06-05 16:00:00+02:00,  8.700, 14.400,,,,,,,,,,,,,,,,,,
2016-06-05 17:00:00+02:00,  8.000, 13.200,,,,,,,,,,,,,,,,,,
2016-06-05 18:00:00+02:00, 10.800, 16.700,,,,,,,,,,,,,,,,,,
2016-06-05 19:00:00+02:00, 10.300, 13.400,,,,,,,,,,,,,,,,,,
2016-06-05 20:00:00+02:00, 10.100, 13.700,,,,,,,,,,,,,,,,,,
2016-06-05 21:00:00+02:00, 10.700, 13.800,,,,,,,,,,,,,,,,,,
2016-06-05 22:00:00+02:00, 10.900, 15.000,,,,,,,,,,,,,,,,,,
2016-06-05 23:00:00+02:00, 11.200, 15.500,,,,,,,,,,,,,,,,,,
2016-06-06 00:00:00+02:00, 11.900, 18.600,,,,,,,,,,,,,,,,,,
2016-06-06 01:00:00+02:00, 14.100, 15.100,,,,,,,,,,,,,,,,,,
2016-06-06 02:00:00+02:00, 21.300, 13.700,,,,,,,,,,,,,,,,,,
2016-06-06 03:00:00+02:00, 11.700, 10.700,,,,,,,,,,,,,,,,,,
2016-06-06 04:00:00+02:00,  6.300,  7.000,,,,,,,,,,,,,,,,,,
2016-06-06 05:00:00+02:00, 12.100, 10.000,,,,,,,,,,,,,,,,,,
2016-06-06 06:00:00+02:00,  9.300, 12.800,,,,,,,,,,,,,,,,,,
2016-06-06 07:00:00+02:00, 10.700, 13.500,,,,,,,,,,,,,,,,,,
2016-06-06 08:00:00+02:00, 15.600, 18.600,,,,,,,,,,,,,,,,,,
2016-06-06 09:00:00+02:00, 16.600, 19.300,,,,,,,,,,,,,,,,,,
2016-06-06 10:00:00+02:00, 15.700, 16.000,,, 17.251, 12.950, 17.415, 16.225, 19.008, 22.190, 16.207, 17.291, 18.490, 20.023, 20.640, 18.158, 18.043,  8.429, 19.768, 18.047
2016-06-06 11:00:00+02:00, 17.700, 18.200,,, 12.294, 14.295,  1.839,  5.646,  9.596, 11.709, 12.801, 16.051,  9.528,  7.509, 12.665, 10.129,, 17.327,  6.100, 15.384
2016-06-06 12:00:00+02:00, 18.800, 18.900,,, 20.762,  5.937,,,, 21.884, 13.301,  9.597,, 11.802,,,, 24.111,, 14.246
2016-06-06 13:00:00+02:00, 16.100, 17.800,,,,  8.749,,,,, 10.368,,,,,,,,,
2016-06-06 14:00:00+02:00, 16.600, 15.000,,,,  3.091,,,,,  4.554,,,,,,,,,
2016-06-06 15:00:00+02:00, 16.000, 19.200,,,, 10.357,,,,,  6.561,,,,,,,,,
2016-06-06 16:00:00+02:00, 15.100, 14.300,,, 11.391, 14.186,,,, 40.862, 19.183,,  7.764,  8.886,,,,, 12.288, 10.363
2016-06-06 17:00:00+02:00, 14.900, 15.800,,, 22.666, 22.858, 24.719, 20.659, 17.900, 22.021, 26.583, 18.622, 22.084, 22.530, 18.066, 18.195, 20.493, 19.393, 17.481, 17.825
2016-06-06 18:00:00+02:00, 11.500, 16.400,,, 17.672, 16.437, 18.598, 15.264, 15.924,  3.457, 17.697, 16.979, 17.903, 16.637, 16.017, 16.597, 16.421,  2.182, 13.857, 14.955
2016-06-06 19:00:00+02:00, 12.200, 17.000,,, 22.790, 21.250, 21.164, 19.347, 18.703, 15.116, 23.618, 20.817, 21.065, 19.969, 18.945, 21.081, 18.922, 12.339, 17.325, 19.503
2016-06-06 20:00:00+02:00, 10.900, 13.900,,, 29.225, 24.944, 27.560, 24.000, 21.613, 19.576, 27.967, 25.093, 26.538, 23.805, 23.133, 24.669, 21.145,  6.245, 20.986, 24.683
2016-06-06 21:00:00+02:00, 12.400, 14.000,,, 24.761, 23.491, 23.112, 21.366, 19.746, 10.854, 26.413, 22.513, 22.817, 21.172, 20.956, 22.264, 19.882,  1.550, 20.067, 22.109
2016-06-06 22:00:00+02:00, 17.200, 15.700,,, 19.676, 19.934, 21.122, 20.401, 20.918, 10.911, 21.015, 21.710, 22.222, 20.841, 19.446, 19.843, 18.801,  4.697, 19.867, 20.290
2016-06-06 23:00:00+02:00, 13.600, 14.400,,, 22.868, 21.191, 22.510, 20.703, 19.908, 23.229, 24.265, 21.822, 22.093, 21.096, 20.268, 21.251, 20.345, 15.374, 21.030, 22.356
2016-06-07 00:00:00+02:00, 14.800, 16.500,,, 28.121, 23.575, 25.845, 23.532, 21.194, 27.022, 27.786, 25.180, 24.400, 23.624, 23.560, 23.471, 22.006, 15.684, 23.197, 25.172
2016-06-07 01:00:00+02:00, 15.200, 18.200, 17.030,, 25.110, 21.925, 24.438, 21.290, 19.345, 25.010, 25.650, 22.892, 21.968, 20.787, 22.078, 22.501, 21.083, 14.750, 22.504, 23.503
2016-06-07 02:00:00+02:00, 13.800, 14.800, 18.001,, 21.592, 17.094, 21.853, 18.461, 17.890, 24.777, 20.789, 19.982, 19.749, 18.672, 20.194, 19.100, 18.539, 13.563, 19.697, 21.256
2016-06-07 03:00:00+02:00, 12.000, 12.600, 12.041,  2.969, 20.318, 14.312, 20.590, 16.789, 16.589, 23.180, 17.444, 17.495, 19.237, 17.394, 18.142, 18.087, 16.334, 13.038, 18.488, 19.342
2016-06-07 04:00:00+02:00, 11.600, 11.300, 12.753,  5.228, 16.413, 11.413, 17.813, 14.303, 14.274, 22.316, 14.673, 14.937, 16.236, 14.703, 15.767, 15.707, 13.965, 13.774, 16.217, 17.405
2016-06-07 05:00:00+02:00, 11.400, 11.600, 13.506,  6.647, 17.671, 13.712, 19.144, 15.356, 15.470, 24.138, 15.700, 15.889, 17.031, 15.702, 17.020, 16.789, 15.955, 14.521, 18.115, 18.715
2016-06-07 06:00:00+02:00, 18.200, 26.700, 23.186, 20.599, 22.156, 17.821, 22.211, 18.445, 17.681, 25.242, 19.845, 19.712, 18.894, 18.154, 21.197, 19.944, 17.720, 18.147, 20.372, 21.757
2016-06-07 07:00:00+02:00, 17.700, 41.400, 42.216, 21.969, 19.943, 17.241, 22.897, 17.861, 18.417, 28.043, 20.904, 19.271, 19.762, 18.738, 20.525, 19.932, 17.916, 20.502, 22.064, 21.958
2016-06-07 08:00:00+02:00, 29.300, 38.400, 44.737, 22.762, 32.124,, 33.063, 30.233, 29.749, 32.011, 32.899, 31.204, 29.230, 30.021, 33.500, 30.845, 26.270, 23.349, 33.408, 33.583
2016-06-07 09:00:00+02:00, 31.400, 40.200, 40.228, 15.740, 33.492, 30.169, 34.584, 30.207, 31.405, 27.677, 34.900, 31.988, 30.303, 32.164, 33.609, 34.152, 26.446, 24.348, 37.626, 35.043
2016-06-07 10:00:00+02:00, 25.200, 28.300, 35.356, 13.905, 25.610, 21.419, 24.180, 23.315, 25.905, 24.748, 24.990, 23.473, 25.681, 27.581, 28.491, 26.317, 33.630,  9.492, 29.173, 27.652
2016-06-07 11:00:00+02:00, 25.700, 21.700, 36.603, 14.069,  9.079, 13.655,  0.685,  8.351,  9.903,  8.715, 13.735, 12.594,  6.486,  6.490, 11.821,  9.303,, 13.635,  7.575, 14.101
2016-06-07 12:00:00+02:00, 21.100, 30.400, 36.185, 11.437, -0.172,  7.070,,  1.318,  3.306, 11.232, 10.104,  3.992,  0.454,  3.541,  3.259,  1.892,, 26.167, -0.939,  2.083
2016-06-07 13:00:00+02:00, 33.000, 22.800, 44.694,  9.717, 14.244, 26.996, 20.892, 12.760, 15.067, 30.675, 26.972, 16.960, 12.901, 16.093, 15.757, 15.998,, 51.377, 12.064, 16.133
2016-06-07 14:00:00+02:00, 16.600, 23.700, 47.264, 10.776,, 11.603,,,,, 11.627,,,,,,,,,
2016-06-07 15:00:00+02:00, 15.700, 40.000, 47.612, 13.546,, 16.344,,,,, 13.085,,,,,,,,,
2016-06-07 16:00:00+02:00, 14.100, 27.200, 47.756, 14.548,, 14.728,,,, 34.294, 14.697,,,  9.714,,,,,,
2016-06-07 17:00:00+02:00, 11.600, 24.500, 54.622, 23.059, 22.124, 25.770, 22.522, 16.285, 13.100, 25.858, 26.335, 17.140, 18.668, 19.324, 15.431, 18.094, 21.523, 26.634, 14.383, 15.968
2016-06-07 18:00:00+02:00, 11.100, 33.900, 51.217, 18.054, 20.097, 21.254, 20.910, 16.820, 17.001, 11.795, 21.380, 18.713, 20.752, 19.044, 17.818, 20.201, 20.677,  8.404, 17.857, 18.179
2016-06-07 19:00:00+02:00, 11.900, 20.900, 47.735, 13.751, 27.819, 27.189, 26.663, 22.512, 21.605, 18.026, 29.153, 23.736, 25.403, 24.587, 22.891, 26.860, 25.507, 12.554, 25.214, 24.546
2016-06-07 20:00:00+02:00, 10.300, 12.700, 43.517, 14.794, 29.537, 26.334, 27.348, 23.114, 21.626, 16.641, 30.044, 24.932, 25.814, 25.051, 23.147, 27.401, 22.096,  6.761, 26.172, 26.419
2016-06-07 21:00:00+02:00, 11.700, 17.200, 33.493, 16.629, 25.834, 22.636, 24.355, 22.230, 20.340, 15.010, 25.106, 22.033, 25.646, 22.717, 21.992, 23.180, 21.386,  4.093, 22.912, 24.181
2016-06-07 22:00:00+02:00, 11.800, 17.000, 28.561, 19.156, 22.436, 22.086, 22.634, 19.749, 18.589, 15.856, 24.429, 21.019, 21.898, 19.752, 19.851, 21.827, 21.125,  8.872, 22.028, 21.732
2016-06-07 23:00:00+02:00, 22.100, 15.700, 22.137, 17.821, 28.110, 26.777, 26.159, 27.919, 27.238, 23.903, 28.613, 29.102, 29.626, 28.380, 27.547, 27.976, 27.497, 15.421, 27.916, 28.425
2016-06-08 00:00:00+02:00, 22.400, 21.500, 25.849, 18.566, 26.683, 26.792, 27.274, 25.207, 24.931, 24.482, 27.550, 26.674, 26.204, 24.762, 26.627, 26.489, 25.588, 17.628, 26.196, 26.341
2016-06-08 01:00:00+02:00, 32.800, 17.800, 16.577, 14.701, 33.535, 32.000, 34.783, 32.600, 32.540, 31.238, 32.700, 35.770, 33.474, 33.164, 34.173, 33.528, 32.615, 24.709, 33.934, 33.308
2016-06-08 02:00:00+02:00, 16.500, 12.000, 11.556, 15.021, 18.577, 17.138, 17.773, 17.110, 16.952, 19.370, 19.019, 18.755, 17.651, 16.947, 17.871, 18.065, 16.041, 15.593, 17.728, 18.628
2016-06-08 03:00:00+02:00, 13.400, 11.000, 11.169,  7.864, 12.613, 12.144, 14.279, 13.107, 14.088, 20.957, 12.978, 14.235, 14.653, 14.224, 13.661, 14.616, 13.270, 16.143, 14.910, 14.762
2016-06-08 04:00:00+02:00,  7.600,  9.900,  9.973,  9.523,  8.700,  8.056,  8.210,  7.400,  7.061, 13.345, 10.032,  8.826,  7.639,  7.660,  8.520,  9.174,  7.218, 11.853,  9.021,  9.018
2016-06-08 05:00:00+02:00, 11.300, 16.700, 10.682, 12.539, 10.207,  9.097, 10.650,  9.995, 10.878, 19.913, 10.272, 11.558, 10.880, 10.445, 10.921, 10.924,  9.136, 16.149, 10.839, 11.669
2016-06-08 06:00:00+02:00, 15.400, 15.900, 20.028, 14.837, 14.620, 13.486, 15.200, 13.875, 14.831, 24.518, 15.381, 15.859, 14.233, 14.489, 15.973, 15.239, 13.838, 20.288, 14.760, 15.671
2016-06-08 07:00:00+02:00, 24.700, 22.600, 41.709, 26.233, 21.489, 20.869, 21.887, 21.618, 22.757, 24.637, 20.829, 23.312, 21.695, 21.983, 23.057, 21.953, 19.486, 21.094, 22.222, 23.001
2016-06-08 08:00:00+02:00, 37.000, 32.800, 64.855, 32.950, 32.695, 32.366, 32.316, 32.114, 33.715, 30.543, 31.943, 33.990, 31.378, 32.672, 34.578, 32.842, 28.812, 26.933, 33.329, 33.782
2016-06-08 09:00:00+02:00, 36.100, 30.000, 70.147, 43.793, 31.383, 30.666, 31.942, 32.473, 33.879, 28.881, 31.838, 35.176, 31.119, 33.030, 33.843, 32.927, 26.138, 25.788, 33.656, 33.949
2016-06-08 10:00:00+02:00, 24.800, 25.300, 59.439, 36.874, 23.140, 22.072, 22.624, 24.628, 26.048, 26.437, 24.087, 25.740, 25.319, 26.086, 27.347, 24.411, 22.755, 20.185, 25.186, 26.192
2016-06-08 11:00:00+02:00, 24.700, 22.900, 55.015, 37.127, 19.773, 22.493, 12.022, 18.514, 20.517, 20.258, 23.067, 22.245, 18.090, 18.081, 20.569, 19.819, -0.652, 26.488, 17.812, 21.526
